,id,uri,events,agent,predicate,patients,text
1,13004,"http://en.wikinews.org/wiki/Former_Illinois_governor_Blagojevich_asks_US_Supreme_Court_to_delay_corruption_trial,_prosecutors_to_respond_by_Friday","Former_Illinois_governor_Blagojevich_asks_US_Supreme_Court_to_delay_corruption_trial,_prosecutors_to_respond_by_Friday#ev60",Supreme_Court_of_the_United_States,find,the+honest-services+law,"Prosecutors added new charges, including bribery, against the brothers in case the Supreme Court finds the honest-services law unconstitutional."
2,13004,"http://en.wikinews.org/wiki/Former_Illinois_governor_Blagojevich_asks_US_Supreme_Court_to_delay_corruption_trial,_prosecutors_to_respond_by_Friday","Former_Illinois_governor_Blagojevich_asks_US_Supreme_Court_to_delay_corruption_trial,_prosecutors_to_respond_by_Friday#ev20",List_of_A_Song_of_Ice_and_Fire_characters,brother,in+case,US Supreme Court Justice John Paul Stevens has given federal prosecutors until next Friday to respond to the request of former Illinois governor Rod Blagojevich and his brother Robert to delay their corruption trial.
3,13004,"http://en.wikinews.org/wiki/Former_Illinois_governor_Blagojevich_asks_US_Supreme_Court_to_delay_corruption_trial,_prosecutors_to_respond_by_Friday","Former_Illinois_governor_Blagojevich_asks_US_Supreme_Court_to_delay_corruption_trial,_prosecutors_to_respond_by_Friday#ev18",John_Paul_Stevens,delay,to+delay+their+corruption+trial,US Supreme Court Justice John Paul Stevens has given federal prosecutors until next Friday to respond to the request of former Illinois governor Rod Blagojevich and his brother Robert to delay their corruption trial.
4,13004,"http://en.wikinews.org/wiki/Former_Illinois_governor_Blagojevich_asks_US_Supreme_Court_to_delay_corruption_trial,_prosecutors_to_respond_by_Friday","Former_Illinois_governor_Blagojevich_asks_US_Supreme_Court_to_delay_corruption_trial,_prosecutors_to_respond_by_Friday#ev24",Rod_Blagojevich,challenge,the+constitutionality+of+this+law,The Blagojevich brothers challenge the constitutionality of this law and believe the trial should be delayed until the high court is expected to decide the issue next month.
5,13004,"http://en.wikinews.org/wiki/Former_Illinois_governor_Blagojevich_asks_US_Supreme_Court_to_delay_corruption_trial,_prosecutors_to_respond_by_Friday","Former_Illinois_governor_Blagojevich_asks_US_Supreme_Court_to_delay_corruption_trial,_prosecutors_to_respond_by_Friday#ev18",John_Paul_Stevens,delay,to+delay+their+corruption+trial,The Blagojevich brothers challenge the constitutionality of this law and believe the trial should be delayed until the high court is expected to decide the issue next month.
6,13004,"http://en.wikinews.org/wiki/Former_Illinois_governor_Blagojevich_asks_US_Supreme_Court_to_delay_corruption_trial,_prosecutors_to_respond_by_Friday","Former_Illinois_governor_Blagojevich_asks_US_Supreme_Court_to_delay_corruption_trial,_prosecutors_to_respond_by_Friday#ev47",the+high+court,decide,the+issue,The Blagojevich brothers challenge the constitutionality of this law and believe the trial should be delayed until the high court is expected to decide the issue next month.
7,13004,"http://en.wikinews.org/wiki/Former_Illinois_governor_Blagojevich_asks_US_Supreme_Court_to_delay_corruption_trial,_prosecutors_to_respond_by_Friday","Former_Illinois_governor_Blagojevich_asks_US_Supreme_Court_to_delay_corruption_trial,_prosecutors_to_respond_by_Friday#ev48",theSeventhCircuitCourtofAppeals,deny,the+request,The request had already been denied by District Judge James Zagel and the Seventh Circuit Court of Appeals.
8,13004,"http://en.wikinews.org/wiki/Former_Illinois_governor_Blagojevich_asks_US_Supreme_Court_to_delay_corruption_trial,_prosecutors_to_respond_by_Friday","Former_Illinois_governor_Blagojevich_asks_US_Supreme_Court_to_delay_corruption_trial,_prosecutors_to_respond_by_Friday#ev18",John_Paul_Stevens,delay,to+delay+their+corruption+trial,"Stevens, who handles appeals from the Seventh Circuit, had three options: reject the request for a delay of trial, grant it, or allow the federal government to respond."
9,13004,"http://en.wikinews.org/wiki/Former_Illinois_governor_Blagojevich_asks_US_Supreme_Court_to_delay_corruption_trial,_prosecutors_to_respond_by_Friday",Blagojevich_defense_team_wants_to_restart_jury_selection_in_Illinois_corruption_trial#ev36,federal+prosecutors,respond,to+that+motion,US Supreme Court Justice John Paul Stevens has given federal prosecutors until next Friday to respond to the request of former Illinois governor Rod Blagojevich and his brother Robert to delay their corruption trial.
0,13005,http://en.wikinews.org/wiki/Former_Illinois_Governor_Blagojevich_rests_in_corruption_trial,Former_Illinois_Governor_Blagojevich_rests_in_corruption_trial#ev12,Rod_Blagojevich,rest,their+case,"Despite promises he would testify in his own corruption trial, lawyers for former Illinois Governor Rod Blagojevich rested their case yesterday morning."
1,13005,http://en.wikinews.org/wiki/Former_Illinois_Governor_Blagojevich_rests_in_corruption_trial,Former_Illinois_Governor_Blagojevich_rests_in_corruption_trial#ev21,his+brother,brother,Rod_Blagojevich,"Robert Blagojevich testified that his brother was trying to manipulate the political situation to his advantage, but emphasized that he engaged in nothing illegal."
2,13005,http://en.wikinews.org/wiki/Former_Illinois_Governor_Blagojevich_rests_in_corruption_trial,Former_Illinois_Governor_Blagojevich_rests_in_corruption_trial#ev40,his+brother,try,the+political+situation,"Robert Blagojevich testified that his brother was trying to manipulate the political situation to his advantage, but emphasized that he engaged in nothing illegal."
3,13005,http://en.wikinews.org/wiki/Former_Illinois_Governor_Blagojevich_rests_in_corruption_trial,Former_Illinois_Governor_Blagojevich_rests_in_corruption_trial#ev58,his+brother,manipulate,the+political+situation,"Robert Blagojevich testified that his brother was trying to manipulate the political situation to his advantage, but emphasized that he engaged in nothing illegal."
4,13005,http://en.wikinews.org/wiki/Former_Illinois_Governor_Blagojevich_rests_in_corruption_trial,Former_Illinois_Governor_Blagojevich_rests_in_corruption_trial#ev32,Rod_Blagojevich,emphasize,that+he+engaged+in+nothing+illegal,"Robert Blagojevich testified that his brother was trying to manipulate the political situation to his advantage, but emphasized that he engaged in nothing illegal."
5,13005,http://en.wikinews.org/wiki/Former_Illinois_Governor_Blagojevich_rests_in_corruption_trial,Chip_Ganassi_makes_American_motor_sports_history#ev29,Rod_Blagojevich,lead,George_Steinbrenner,"According to some sources, Blagojevich was interested in leading the U.S. Department of Health and Human Services."
6,13005,http://en.wikinews.org/wiki/Former_Illinois_Governor_Blagojevich_rests_in_corruption_trial,Former_Illinois_Governor_Blagojevich_rests_in_corruption_trial#ev19,u.s.+district+judge+james+zagel,adjourn,90+minutes,"Speculation that Blagojevich would not testify began on Tuesday, when U.S. District Judge James Zagel adjourned 90 minutes early after a private meeting with the lawyers involved."
7,13005,http://en.wikinews.org/wiki/Former_Illinois_Governor_Blagojevich_rests_in_corruption_trial,Former_Illinois_Governor_Blagojevich_rests_in_corruption_trial#ev21,his+brother,brother,Rod_Blagojevich,"Robert Blagojevich, the former governor's brother and co-defendant in the case, had already testified on his own behalf."
8,13005,http://en.wikinews.org/wiki/Former_Illinois_Governor_Blagojevich_rests_in_corruption_trial,Former_Illinois_Governor_Blagojevich_rests_in_corruption_trial#ev49_0,blagojevich+%27s+defense+team,consider,resting+their+case+on+tuesday,"Blagojevich's defense team apparently considered resting their case on Tuesday, but Zagel gave them an extra day to consider their decision more carefully."
9,13005,http://en.wikinews.org/wiki/Former_Illinois_Governor_Blagojevich_rests_in_corruption_trial,Former_Illinois_Governor_Blagojevich_rests_in_corruption_trial#ev12,Rod_Blagojevich,rest,their+case,"Blagojevich's defense team apparently considered resting their case on Tuesday, but Zagel gave them an extra day to consider their decision more carefully."
0,13006,http://en.wikinews.org/wiki/Former_IOC_President_Samaranch_dies_at_89,Former_IOC_President_Samaranch_dies_at_89#ev35,International_Olympic_Committee,role,to+the+role+of+ioc+president,"Prior to his election to the role of IOC president in 1980, he had a long background in sports, having held roles with the Spanish Skating Federation, Spanish National Olympic Committee and as Chef de Mission at the games in Cortina d'Ampezzo, Rome and Tokyo."
1,13006,http://en.wikinews.org/wiki/Former_IOC_President_Samaranch_dies_at_89,Former_IOC_President_Samaranch_dies_at_89#ev35,International_Olympic_Committee,role,to+the+role+of+ioc+president,"Prior to his election to the role of IOC president in 1980, he had a long background in sports, having held roles with the Spanish Skating Federation, Spanish National Olympic Committee and as Chef de Mission at the games in Cortina d'Ampezzo, Rome and Tokyo."
2,13006,http://en.wikinews.org/wiki/Former_IOC_President_Samaranch_dies_at_89,Former_IOC_President_Samaranch_dies_at_89#ev16,International_Olympic_Committee,deliver,what+he+wanted,"While appearing to be small in stature and uncomfortable speaking in public, he was viewed as an often ruthless operator who could forge consensus within an often fractious Olympic movement and bring IOC members to deliver what he wanted."
0,13007,http://en.wikinews.org/wiki/Former_Hungarian_president_Ferenc_M%c3%a1dl_dies_aged_80,Former_Hungarian_president_Ferenc_M%c3%a1dl_dies_aged_80#ev39,Pál_Schmitt,express,his+condolences,"A statement released by his office said, ""Pal Schmitt learnt with deep sorrow of the former head of state's death, and on this day personally expressed his condolences to [Mádl's] family."""
1,13007,http://en.wikinews.org/wiki/Former_Hungarian_president_Ferenc_M%c3%a1dl_dies_aged_80,Former_Hungarian_president_Ferenc_M%c3%a1dl_dies_aged_80#ev40,prime+minister+orban,comment,to+hear+the+news,"Prime Minister Orban commented on posted on his Facebook page, ""We are shocked to hear the news."
2,13007,http://en.wikinews.org/wiki/Former_Hungarian_president_Ferenc_M%c3%a1dl_dies_aged_80,Former_Hungarian_president_Ferenc_M%c3%a1dl_dies_aged_80#ev23,by+his+office,release,a+statement+released+by+his+office,"A statement released by his office said, ""Pal Schmitt learnt with deep sorrow of the former head of state's death, and on this day personally expressed his condolences to [Mádl's] family."""
0,13008,http://en.wikinews.org/wiki/Former_Haitian_Prime_Minister_Neptune_reported_close_to_death,Former_Haitian_Prime_Minister_Neptune_reported_close_to_death#ev7,GenSigfridoParedPerez,secretary,Dominican_Republic,"The secretary of the Dominican Armed Forces, Gen. Sigfrido Pared Perez, is reported by the Associated Press as saying Mr. Neptune would be flown to the Dominican Republic on Monday, and immediately to a hospital in Santo Domingo, the capital, but this plan was rejected by Mr. Neptune."
1,13008,http://en.wikinews.org/wiki/Former_Haitian_Prime_Minister_Neptune_reported_close_to_death,North_Carolina_church_kicks_out_Democrats#ev49,Associated_Press,report,GenSigfridoParedPerez,"The secretary of the Dominican Armed Forces, Gen. Sigfrido Pared Perez, is reported by the Associated Press as saying Mr. Neptune would be flown to the Dominican Republic on Monday, and immediately to a hospital in Santo Domingo, the capital, but this plan was rejected by Mr. Neptune."
2,13008,http://en.wikinews.org/wiki/Former_Haitian_Prime_Minister_Neptune_reported_close_to_death,Former_Haitian_Prime_Minister_Neptune_reported_close_to_death#ev22,Neptune,reject,this+plan,"The secretary of the Dominican Armed Forces, Gen. Sigfrido Pared Perez, is reported by the Associated Press as saying Mr. Neptune would be flown to the Dominican Republic on Monday, and immediately to a hospital in Santo Domingo, the capital, but this plan was rejected by Mr. Neptune."
3,13008,http://en.wikinews.org/wiki/Former_Haitian_Prime_Minister_Neptune_reported_close_to_death,Former_Haitian_Prime_Minister_Neptune_reported_close_to_death#ev3,by+a+hunger+strike,weaken,former+haitian+prime+minister+yvon+neptune,Former Haitian Prime Minister Yvon Neptune has been weakened by a hunger strike and is believed to be in critical condition.
0,13009,http://en.wikinews.org/wiki/Former_Guatemalan_president_arrested,Former_Guatemalan_president_arrested#ev20,Federal_government_of_the_United_States,extradition,on+corruption+accusations,"Alfonso Portillo, the former president of Guatemala, was arrested yesterday, after the US requested his extradition on charges of money laundering."
1,13009,http://en.wikinews.org/wiki/Former_Guatemalan_president_arrested,"France,_Germany_officials_warn_against_using_Internet_Explorer#ev55",Barack_Obama,say,2010_Haiti_earthquake,"""When I am in court, I'll mention all the names of the people behind the conspiracy [...] everything they've done, where they met,"" he said in a telephone interview."
2,13009,http://en.wikinews.org/wiki/Former_Guatemalan_president_arrested,"France,_Germany_officials_warn_against_using_Internet_Explorer#ev55",Barack_Obama,say,2010_Haiti_earthquake,"With all they've done to me in Guatemala, anything can happen,"" he said in a telephone interview with the Guatemalan Radio Sonora."
3,13009,http://en.wikinews.org/wiki/Former_Guatemalan_president_arrested,Former_Guatemalan_president_arrested#ev43,United_States_dollar,make,the+arrest,"Officials made the arrest at a beach in northeastern Guatemala, said attorney-general Amilcar Velasquez, noting that Portillo had been searched for for several days before the arrest."
4,13009,http://en.wikinews.org/wiki/Former_Guatemalan_president_arrested,Former_Guatemalan_president_arrested#ev20,Federal_government_of_the_United_States,extradite,on+corruption+accusations,"After Portillo's presidential term ended in 2004, he moved to Mexico, but was extradited back to Guatemala on corruption accusations."
5,13009,http://en.wikinews.org/wiki/Former_Guatemalan_president_arrested,Former_Guatemalan_president_arrested#ev18,United_States_dollar,arrest,the+former+president+of+guatemala,"Officials made the arrest at a beach in northeastern Guatemala, said attorney-general Amilcar Velasquez, noting that Portillo had been searched for for several days before the arrest."
6,13009,http://en.wikinews.org/wiki/Former_Guatemalan_president_arrested,Former_Guatemalan_president_arrested#ev42,United_States_dollar,make,its+extradition+request,"When the US made its extradition request, the former president was free on bail."
7,13009,http://en.wikinews.org/wiki/Former_Guatemalan_president_arrested,Former_Guatemalan_president_arrested#ev49,AmilcarVelasquez,say,at+a+beach+in+northeastern+guatemala,"Officials made the arrest at a beach in northeastern Guatemala, said attorney-general Amilcar Velasquez, noting that Portillo had been searched for for several days before the arrest."
8,13009,http://en.wikinews.org/wiki/Former_Guatemalan_president_arrested,Former_Guatemalan_president_arrested#ev25,the+day+preceding+the+arrest,precede,the+arrest,"The day preceding the arrest, a New York court indicted the former president on charges of embezzling millions of dollars worth of public funds in 2000-2004, when he was in office."
9,13009,http://en.wikinews.org/wiki/Former_Guatemalan_president_arrested,Former_Guatemalan_president_arrested#ev56,New_York,indict,the+former+president,"The day preceding the arrest, a New York court indicted the former president on charges of embezzling millions of dollars worth of public funds in 2000-2004, when he was in office."
10,13009,http://en.wikinews.org/wiki/Former_Guatemalan_president_arrested,Former_Guatemalan_president_arrested#ev18,United_States_dollar,arrest,the+former+president+of+guatemala,"Alfonso Portillo, the former president of Guatemala, was arrested yesterday, after the US requested his extradition on charges of money laundering."
11,13009,http://en.wikinews.org/wiki/Former_Guatemalan_president_arrested,Former_Guatemalan_president_arrested#ev32,by+friends,control,accounts+controlled+by+friends,"Prosecutors claim he also took US$1.5 million in donations from ""Libraries for Peace"", a Taiwanese government programme, and put them into accounts controlled by friends."
12,13009,http://en.wikinews.org/wiki/Former_Guatemalan_president_arrested,Former_Guatemalan_president_arrested#ev47,United_States_dollar,request,his+extradition,"Alfonso Portillo, the former president of Guatemala, was arrested yesterday, after the US requested his extradition on charges of money laundering."
13,13009,http://en.wikinews.org/wiki/Former_Guatemalan_president_arrested,Former_Guatemalan_president_arrested#ev59,"Portillo,_Chile",deny,the+charges,Portillo has denied the charges.
14,13009,http://en.wikinews.org/wiki/Former_Guatemalan_president_arrested,"France,_Germany_officials_warn_against_using_Internet_Explorer#ev55",Barack_Obama,say,2010_Haiti_earthquake,"After being arrested, Portillo said he had been the victim of a political conspiracy before assuming the presidency, and he was afraid his life was in danger."
0,13010,http://en.wikinews.org/wiki/Former_Guantanamo_detainees_convicted_in_Morocco,Former_Guantanamo_detainees_convicted_in_Morocco#ev45,fbi+director+mueller,visit,Morocco,"Maroo Annonces reported that FBI director Mueller had visited Morocco in early February, to negotiate the repatriation of the detainees to Moroccan anti-terrorism Police; that a February 12 visit from Secretary of Defense Donald Rumsfeld coincided with the men's transfer; and that the Moroccan counter-terrorism police had finished their investigation on February 22nd."
1,13010,http://en.wikinews.org/wiki/Former_Guantanamo_detainees_convicted_in_Morocco,Former_Guantanamo_detainees_convicted_in_Morocco#ev47,the+moroccan+counter-terrorism+police,finish,their+investigation+on+february+22nd,"Maroo Annonces reported that FBI director Mueller had visited Morocco in early February, to negotiate the repatriation of the detainees to Moroccan anti-terrorism Police; that a February 12 visit from Secretary of Defense Donald Rumsfeld coincided with the men's transfer; and that the Moroccan counter-terrorism police had finished their investigation on February 22nd."
2,13010,http://en.wikinews.org/wiki/Former_Guantanamo_detainees_convicted_in_Morocco,Former_Guantanamo_detainees_convicted_in_Morocco#ev23,TheUSSupremeCourt,force,theUSDepartmentofDefense,"Laalami, in turn, alleged that he had beaten, and threatened with death, during his interrogations in Afghanistan, to force him to falsely confess to please his interrogators."
3,13010,http://en.wikinews.org/wiki/Former_Guantanamo_detainees_convicted_in_Morocco,Former_Guantanamo_detainees_convicted_in_Morocco#ev23,TheUSSupremeCourt,force,theUSDepartmentofDefense,The US Department of Defense was forced to release an official list of the names of all the Guantanamo detainees who had been held in military custody.
4,13010,http://en.wikinews.org/wiki/Former_Guantanamo_detainees_convicted_in_Morocco,Former_Guantanamo_detainees_convicted_in_Morocco#ev67,all+the+press+reports,report,MohammedOuali,"Although all the press reports describe Mohammed Ouali as a former Guantanamo detainee, there is no detainee named Mohammed Ouali on the official list of detainee names."
5,13010,http://en.wikinews.org/wiki/Former_Guantanamo_detainees_convicted_in_Morocco,Former_Guantanamo_detainees_convicted_in_Morocco#ev67,all+the+press+reports,describe,MohammedOuali,"Although all the press reports describe Mohammed Ouali as a former Guantanamo detainee, there is no detainee named Mohammed Ouali on the official list of detainee names."
6,13010,http://en.wikinews.org/wiki/Former_Guantanamo_detainees_convicted_in_Morocco,Former_Guantanamo_detainees_convicted_in_Morocco#ev22,MohammedOuali,falsify,of+falsifying+documents,"Najib Lahssini and Mohammed Ouali were convicted of falsifying documents, and were sentenced to three years imprisonment."
7,13010,http://en.wikinews.org/wiki/Former_Guantanamo_detainees_convicted_in_Morocco,Former_Guantanamo_detainees_convicted_in_Morocco#ev23,TheUSSupremeCourt,force,theUSDepartmentofDefense,"The US Supreme Court forced the US Department of Defense to conduct Combatant Status Review Tribunals, between July of 2004 and March of 2005."
8,13010,http://en.wikinews.org/wiki/Former_Guantanamo_detainees_convicted_in_Morocco,Former_Guantanamo_detainees_convicted_in_Morocco#ev24,theUSDepartmentofDefense,conduct,Combatant_Status_Review_Tribunal,"The US Supreme Court forced the US Department of Defense to conduct Combatant Status Review Tribunals, between July of 2004 and March of 2005."
9,13010,http://en.wikinews.org/wiki/Former_Guantanamo_detainees_convicted_in_Morocco,Former_Guantanamo_detainees_convicted_in_Morocco#ev55,United_States,allow,seven+other+moroccans,Al Jazeera reports that the USA had allowed seven other Moroccans to be repatriated.
0,13011,http://en.wikinews.org/wiki/Former_Greek_Culture_Ministry_official_attempts_suicide,Former_Greek_Culture_Ministry_official_attempts_suicide#ev37,theMinistryofCulture,allegation,about+misuse+of+eu+funds,"The attempted suicide of Zachopoulos shocked the political world of Greece, mainly after published allegations about misuse of EU funds from the Ministry of Culture."
0,13012,http://en.wikinews.org/wiki/Former_Governor-General_of_New_Zealand_Paul_Reeves_dies_aged_78,Former_Governor-General_of_New_Zealand_Paul_Reeves_dies_aged_78#ev26,David_Lange,appoint,New_Zealand,He was appointed the fifteenth Governor-General of New Zealand in 1985 by David Lange despite doubts about his outspokenness and whether a cleric could serve as Governor-General.
1,13012,http://en.wikinews.org/wiki/Former_Governor-General_of_New_Zealand_Paul_Reeves_dies_aged_78,Former_Governor-General_of_New_Zealand_Paul_Reeves_dies_aged_78#ev31,a+cleric,serve,on+commonwealth+observer+teams,He was appointed the fifteenth Governor-General of New Zealand in 1985 by David Lange despite doubts about his outspokenness and whether a cleric could serve as Governor-General.
2,13012,http://en.wikinews.org/wiki/Former_Governor-General_of_New_Zealand_Paul_Reeves_dies_aged_78,Former_Governor-General_of_New_Zealand_Paul_Reeves_dies_aged_78#ev31,a+cleric,serve,on+commonwealth+observer+teams,"Since serving as Governor-General until 1990, he has held several other positions; he served on Commonwealth observer teams in South Africa and Ghana, a commission reviewing the Fiji constitution, and for three years was Anglican Observer to the United Nations."
3,13012,http://en.wikinews.org/wiki/Former_Governor-General_of_New_Zealand_Paul_Reeves_dies_aged_78,Former_Governor-General_of_New_Zealand_Paul_Reeves_dies_aged_78#ev31,a+cleric,serve,on+commonwealth+observer+teams,"Since serving as Governor-General until 1990, he has held several other positions; he served on Commonwealth observer teams in South Africa and Ghana, a commission reviewing the Fiji constitution, and for three years was Anglican Observer to the United Nations."
4,13012,http://en.wikinews.org/wiki/Former_Governor-General_of_New_Zealand_Paul_Reeves_dies_aged_78,Former_Governor-General_of_New_Zealand_Paul_Reeves_dies_aged_78#ev41,a+commission+reviewing+the+fiji+constitution,review,Fiji,"Since serving as Governor-General until 1990, he has held several other positions; he served on Commonwealth observer teams in South Africa and Ghana, a commission reviewing the Fiji constitution, and for three years was Anglican Observer to the United Nations."
5,13012,http://en.wikinews.org/wiki/Former_Governor-General_of_New_Zealand_Paul_Reeves_dies_aged_78,Former_Governor-General_of_New_Zealand_Paul_Reeves_dies_aged_78#ev26,David_Lange,appoint,New_Zealand,"He was appointed to the Order of New Zealand, New Zealandâ€™s highest honour, in 2007."
6,13012,http://en.wikinews.org/wiki/Former_Governor-General_of_New_Zealand_Paul_Reeves_dies_aged_78,Former_Governor-General_of_New_Zealand_Paul_Reeves_dies_aged_78#ev26,David_Lange,appoint,New_Zealand,"He was appointed Bishop of Waiapu in 1971, then Auckland in 1979, and then Primate and Archbishop of New Zealand in 1980."
0,13013,http://en.wikinews.org/wiki/Former_Google_employee_says_he_was_fired_because_of_blog_comments,Former_Google_employee_says_he_was_fired_because_of_blog_comments#ev12,Microsoft,employee,a+former+employee+of+google,"Mark Jen, formerly a Microsoft employee, began work at the Mountain View, California company on January 18."
1,13013,http://en.wikinews.org/wiki/Former_Google_employee_says_he_was_fired_because_of_blog_comments,Former_Google_employee_says_he_was_fired_because_of_blog_comments#ev19,Politicians_of_The_Wire,remove,the+comments,"Nine days later, apparently of his own volition, Jen removed the comments from his blog."
2,13013,http://en.wikinews.org/wiki/Former_Google_employee_says_he_was_fired_because_of_blog_comments,Former_Google_employee_says_he_was_fired_because_of_blog_comments#ev34_2,Google,comment,to+other+news+sources,"Google has not commented on his dismissal to other news sources, but has acknowledged that Jen no longer works at the company."
3,13013,http://en.wikinews.org/wiki/Former_Google_employee_says_he_was_fired_because_of_blog_comments,Former_Google_employee_says_he_was_fired_because_of_blog_comments#ev12,Microsoft,employee,a+former+employee+of+google,"A former employee of Google, Inc. has said he was fired after he made a series of unfavorable comments about the company on a publically-viewable blog."
0,13015,http://en.wikinews.org/wiki/Former_German_deputy_foreign_minister_and_family_abducted_in_Yemen,Former_German_deputy_foreign_minister_and_family_abducted_in_Yemen#ev15,the+family,travel,their+vehicle,The family was travelling as part of a large group in the country when their vehicle went missing around 460 km east of the capital Sanaá.
1,13015,http://en.wikinews.org/wiki/Former_German_deputy_foreign_minister_and_family_abducted_in_Yemen,Former_German_deputy_foreign_minister_and_family_abducted_in_Yemen#ev15,the+family,go,their+vehicle,The family was travelling as part of a large group in the country when their vehicle went missing around 460 km east of the capital Sanaá.
2,13015,http://en.wikinews.org/wiki/Former_German_deputy_foreign_minister_and_family_abducted_in_Yemen,Former_German_deputy_foreign_minister_and_family_abducted_in_Yemen#ev33,Reuters,name,the+captors,"Reuters named the captors as members of the Al-Abdullah tribe who told the news agency by phone that the life of the family is not in danger and that they are their ""guests""."
0,13016,http://en.wikinews.org/wiki/Former_Georgian_Minister_accuses_Saakashvili_of_war_mongering,Former_Georgian_Minister_accuses_Saakashvili_of_war_mongering#ev40,Mikheil_Saakashvili,attempt,to+conquer+zchinwali,"When asked why he was dismissed from the government in 2006, Chaindrawa stated that he tried to avoid military adventures in the conflict with South Ossetia and that he was highly critical of Saakashvili's failed 2004 attempt to conquer Zchinwali."
