,id,uri,events,agent,predicate,patients,text
3,1001,http://en.wikinews.org/wiki/Vancouver_storm_pollutes_water;_2_million_waterless,New_storm_approaches_as_Vancouver_remains_under_boil_water_advisory#ev5,over+220%2c000+customers,rain,on+sunday,"Over 220,000 customers were left without electricity in the aftermath of the storm, with more rain expected on Sunday."
4,1001,http://en.wikinews.org/wiki/Vancouver_storm_pollutes_water;_2_million_waterless,Vancouver_storm_pollutes_water;_2_million_waterless#ev13,wednesday+%27s+storm,trigger,severe+landslides,"Wednesday's storm triggered severe landslides in the region's three water reservoirs, creating sediment levels up to ninety times higher than permitted under federal health standards."
5,1001,http://en.wikinews.org/wiki/Vancouver_storm_pollutes_water;_2_million_waterless,Vancouver_storm_pollutes_water;_2_million_waterless#ev15,the+region+%27s,reservoir,three+water,"Wednesday's storm triggered severe landslides in the region's three water reservoirs, creating sediment levels up to ninety times higher than permitted under federal health standards."
6,1001,http://en.wikinews.org/wiki/Vancouver_storm_pollutes_water;_2_million_waterless,100_icebergs_heading_for_New_Zealand#ev17,Vancouver_Coastal_Health,issue,a+warning,The Vancouver Coastal Health Authority issued a warning to residents advising them to boil all water intended for personal consumption.
7,1001,http://en.wikinews.org/wiki/Vancouver_storm_pollutes_water;_2_million_waterless,Vancouver_storm_pollutes_water;_2_million_waterless#ev48,Vancouver_Coastal_Health,warning,a+warning,The Vancouver Coastal Health Authority issued a warning to residents advising them to boil all water intended for personal consumption.
8,1001,http://en.wikinews.org/wiki/Vancouver_storm_pollutes_water;_2_million_waterless,Vancouver_storm_pollutes_water;_2_million_waterless#ev48,Vancouver_Coastal_Health,warning,a+warning,Severe rainfall on the 16th of November has led to a water quality warning affecting more than two million people living in the Greater Vancouver metropolitan region.
9,1001,http://en.wikinews.org/wiki/Vancouver_storm_pollutes_water;_2_million_waterless,New_storm_approaches_as_Vancouver_remains_under_boil_water_advisory#ev5,over+220%2c000+customers,rainfall,on+sunday,Severe rainfall on the 16th of November has led to a water quality warning affecting more than two million people living in the Greater Vancouver metropolitan region.
10,1001,http://en.wikinews.org/wiki/Vancouver_storm_pollutes_water;_2_million_waterless,Vancouver_storm_pollutes_water;_2_million_waterless#ev57,i%27+m,ask,i%27+m+telling+the+public,"""If I'm asked, I'm telling the public: Don't drink the water from the tap at this time."
0,1002,http://en.wikinews.org/wiki/Vancouver_stadium_dome_damaged,Vancouver_stadium_dome_damaged#ev27,roof+repairs,allow,the+facility,Officials have not yet indicated when roof repairs can be completed to allow the facility to re-open.
0,1003,http://en.wikinews.org/wiki/Vancouver-Kingsway_riding_is_clash_between_NDP_and_Liberals,Vancouver-Kingsway_riding_is_clash_between_NDP_and_Liberals#ev39,the+multicultural+fabric+of+our+riding,fabric,of+our+riding,"I understand what immigrants have to go through to reach what they want.”

“I really respect and appreciate and like the multicultural fabric of our riding,” says her NDP opponent Davies."
1,1003,http://en.wikinews.org/wiki/Vancouver-Kingsway_riding_is_clash_between_NDP_and_Liberals,Vancouver-Kingsway_riding_is_clash_between_NDP_and_Liberals#ev98,her+ndp+opponent+davies,say,the+multicultural+fabric+of+our+riding,"I understand what immigrants have to go through to reach what they want.”

“I really respect and appreciate and like the multicultural fabric of our riding,” says her NDP opponent Davies."
2,1003,http://en.wikinews.org/wiki/Vancouver-Kingsway_riding_is_clash_between_NDP_and_Liberals,Vancouver-Kingsway_riding_is_clash_between_NDP_and_Liberals#ev100,Green_Party_of_England_and_Wales,candidate,little+likelihood+of+being+elected+yet,"The Conservative party candidate Salomon Rayek is not responding to press inquiries from several sources, and is cited as an example of a long-shot candidate - a candidate with little likelihood of being elected yet represents the party anyway."
3,1003,http://en.wikinews.org/wiki/Vancouver-Kingsway_riding_is_clash_between_NDP_and_Liberals,Vancouver-Kingsway_riding_is_clash_between_NDP_and_Liberals#ev101,the+conservative+party+candidate+salomon+rayek,respond,to+press+inquiries+from+several+sources,"The Conservative party candidate Salomon Rayek is not responding to press inquiries from several sources, and is cited as an example of a long-shot candidate - a candidate with little likelihood of being elected yet represents the party anyway."
4,1003,http://en.wikinews.org/wiki/Vancouver-Kingsway_riding_is_clash_between_NDP_and_Liberals,Vancouver-Kingsway_riding_is_clash_between_NDP_and_Liberals#ev100,Green_Party_of_England_and_Wales,candidate,little+likelihood+of+being+elected+yet,"The Conservative party candidate Salomon Rayek is not responding to press inquiries from several sources, and is cited as an example of a long-shot candidate - a candidate with little likelihood of being elected yet represents the party anyway."
5,1003,http://en.wikinews.org/wiki/Vancouver-Kingsway_riding_is_clash_between_NDP_and_Liberals,Vancouver-Kingsway_riding_is_clash_between_NDP_and_Liberals#ev105,little+likelihood+of+being+elected+yet,represent,the+party,"The Conservative party candidate Salomon Rayek is not responding to press inquiries from several sources, and is cited as an example of a long-shot candidate - a candidate with little likelihood of being elected yet represents the party anyway."
6,1003,http://en.wikinews.org/wiki/Vancouver-Kingsway_riding_is_clash_between_NDP_and_Liberals,Vancouver-Kingsway_riding_is_clash_between_NDP_and_Liberals#ev100,Green_Party_of_England_and_Wales,candidate,little+likelihood+of+being+elected+yet,"Doug Warkentin, the Green Party candidate, ran for Member of Legislative Assembly in BC's 2005 elections in the Vancouver-Langara provincial electoral district, coming in third to the Liberal's Carol Taylor."
7,1003,http://en.wikinews.org/wiki/Vancouver-Kingsway_riding_is_clash_between_NDP_and_Liberals,Vancouver-Kingsway_riding_is_clash_between_NDP_and_Liberals#ev100,Green_Party_of_England_and_Wales,candidate,little+likelihood+of+being+elected+yet,"In Vancouver-Kingsway, David Emerson's old riding, the Conservatives aren't considered to really be in the running; the real competition is between the Liberal's Wendy Yuan and the NDP's Don Davies with Green's darkhorse candidate presumed to be not in the front."
8,1003,http://en.wikinews.org/wiki/Vancouver-Kingsway_riding_is_clash_between_NDP_and_Liberals,Vancouver-Kingsway_riding_is_clash_between_NDP_and_Liberals#ev60,newly-elected+liberal+dave+emerson,cross,the+floor,"The stage for this fight was set in 2006, when newly-elected Liberal Dave Emerson crossed the floor and directly into the Conservative Cabinet, first as Minister of International Trade then as Minister of Foreign Affairs following the resignation of Maxime Bernier."
9,1003,http://en.wikinews.org/wiki/Vancouver-Kingsway_riding_is_clash_between_NDP_and_Liberals,Vancouver-Kingsway_riding_is_clash_between_NDP_and_Liberals#ev109,New_Democratic_Party_(Canada),candidate,a+progressive+conservative+candidate+exactly,"His defection stirred a firestorm of controversy locally in the staunchly left-leaning riding, which had elected a Progressive Conservative candidate exactly once since it's creation in 1953 - during the 1958 Diefenbaker landslide."
10,1003,http://en.wikinews.org/wiki/Vancouver-Kingsway_riding_is_clash_between_NDP_and_Liberals,Vancouver-Kingsway_riding_is_clash_between_NDP_and_Liberals#ev66,Paul_Martin,parachute,Ralph_Waldo_Emerson,"In 2004 then-Prime Minister Paul Martin parachuted Emerson in, displacing the brewing contest between incumbent Liberal Sophia Leung and Ms Yuan."
11,1003,http://en.wikinews.org/wiki/Vancouver-Kingsway_riding_is_clash_between_NDP_and_Liberals,Vancouver-Kingsway_riding_is_clash_between_NDP_and_Liberals#ev109,New_Democratic_Party_(Canada),candidate,a+progressive+conservative+candidate+exactly,"Emerson won the riding against Ian Waddell, the NDP candidate who had represented the riding from 1979-1988, and again by a wider margin in 2006 when other Liberals fell as victims of the Sponsorship Scandal."
12,1003,http://en.wikinews.org/wiki/Vancouver-Kingsway_riding_is_clash_between_NDP_and_Liberals,Vancouver-Kingsway_riding_is_clash_between_NDP_and_Liberals#ev88,Ralph_Waldo_Emerson,cite,this+diversity,Emerson cited this diversity after announcing he would not be running for a third term.
0,1004,http://en.wikinews.org/wiki/Van_der_Sloot_not_re-arrested_in_Holloway_case,Van_der_Sloot_not_re-arrested_in_Holloway_case#ev38,VanderSloot,say,what+he+has+said,"""There are objective facts which counteract what he has said,"" said Van Rooij."
1,1004,http://en.wikinews.org/wiki/Van_der_Sloot_not_re-arrested_in_Holloway_case,Van_der_Sloot_not_re-arrested_in_Holloway_case#ev38,VanderSloot,say,what+he+has+said,"""There are objective facts which counteract what he has said,"" said Van Rooij."
2,1004,http://en.wikinews.org/wiki/Van_der_Sloot_not_re-arrested_in_Holloway_case,Van_der_Sloot_not_re-arrested_in_Holloway_case#ev29,the+tapes,reveal,to+bring+him+back+into+custody,"The Aruban appeal court says that, while Joran van der Sloot is still an important suspect, the tapes don't reveal enough new evidence to bring him back into custody."
3,1004,http://en.wikinews.org/wiki/Van_der_Sloot_not_re-arrested_in_Holloway_case,Van_der_Sloot_not_re-arrested_in_Holloway_case#ev31,VanderSloot,confession,on+secret+camera,"Van der Sloot's confession on secret camera while in a car with a friend includes his statement that after Natalee died, her body was dumped at sea by a friend."
4,1004,http://en.wikinews.org/wiki/Van_der_Sloot_not_re-arrested_in_Holloway_case,Van_der_Sloot_not_re-arrested_in_Holloway_case#ev16,by+a+friend,dump,her+body,"Van der Sloot's confession on secret camera while in a car with a friend includes his statement that after Natalee died, her body was dumped at sea by a friend."
5,1004,http://en.wikinews.org/wiki/Van_der_Sloot_not_re-arrested_in_Holloway_case,Van_der_Sloot_not_re-arrested_in_Holloway_case#ev33,Peter_R._de_Vries,present,the+footage,"The footage was presented on Dutch television by crime-reporter Peter R. de Vries, and was also aired in the United States and other countries."
0,1005,http://en.wikinews.org/wiki/Van_Jones_environmental_jobs_adviser_to_US_President_Barack_Obama_resigns,Van_Jones_environmental_jobs_adviser_to_US_President_Barack_Obama_resigns#ev18,two+boys,shoot,Columbine_High_School_massacre,"It had recently been brought to light that Jones had signed a petition in 2004 that stated the U.S. government was behind the 9/11 attacks and that only ""white suburban boys"" shot up schools like Columbine High school where in 1999, two boys shot and killed 13 people, then themselves while injuring a dozen others."
1,1005,http://en.wikinews.org/wiki/Van_Jones_environmental_jobs_adviser_to_US_President_Barack_Obama_resigns,Van_Jones_environmental_jobs_adviser_to_US_President_Barack_Obama_resigns#ev31,to+united+states+president+barack+obama,adviser,environmental+jobs,"Van Jones, the environmental jobs adviser to United States President Barack Obama, has resigned after what he calls a smear campaign against him."
2,1005,http://en.wikinews.org/wiki/Van_Jones_environmental_jobs_adviser_to_US_President_Barack_Obama_resigns,Van_Jones_environmental_jobs_adviser_to_US_President_Barack_Obama_resigns#ev18,two+boys,shoot,Columbine_High_School_massacre,"It had recently been brought to light that Jones had signed a petition in 2004 that stated the U.S. government was behind the 9/11 attacks and that only ""white suburban boys"" shot up schools like Columbine High school where in 1999, two boys shot and killed 13 people, then themselves while injuring a dozen others."
3,1005,http://en.wikinews.org/wiki/Van_Jones_environmental_jobs_adviser_to_US_President_Barack_Obama_resigns,Van_Jones_environmental_jobs_adviser_to_US_President_Barack_Obama_resigns#ev18,two+boys,injure,Columbine_High_School_massacre,"It had recently been brought to light that Jones had signed a petition in 2004 that stated the U.S. government was behind the 9/11 attacks and that only ""white suburban boys"" shot up schools like Columbine High school where in 1999, two boys shot and killed 13 people, then themselves while injuring a dozen others."
4,1005,http://en.wikinews.org/wiki/Van_Jones_environmental_jobs_adviser_to_US_President_Barack_Obama_resigns,Van_Jones_environmental_jobs_adviser_to_US_President_Barack_Obama_resigns#ev35,"Jones_County,_North_Carolina",say,it+happened+here,"They always say, 'We can't believe it happened here."
5,1005,http://en.wikinews.org/wiki/Van_Jones_environmental_jobs_adviser_to_US_President_Barack_Obama_resigns,Van_Jones_environmental_jobs_adviser_to_US_President_Barack_Obama_resigns#ev18,two+boys,shoot,Columbine_High_School_massacre,"Now, a black kid might shoot another black kid."
6,1005,http://en.wikinews.org/wiki/Van_Jones_environmental_jobs_adviser_to_US_President_Barack_Obama_resigns,Van_Jones_environmental_jobs_adviser_to_US_President_Barack_Obama_resigns#ev18,two+boys,shoot,Columbine_High_School_massacre,"He's not going to shoot up the whole school,"" said Jones in 2005."
7,1005,http://en.wikinews.org/wiki/Van_Jones_environmental_jobs_adviser_to_US_President_Barack_Obama_resigns,Van_Jones_environmental_jobs_adviser_to_US_President_Barack_Obama_resigns#ev35,"Jones_County,_North_Carolina",say,it+happened+here,"He's not going to shoot up the whole school,"" said Jones in 2005."
8,1005,http://en.wikinews.org/wiki/Van_Jones_environmental_jobs_adviser_to_US_President_Barack_Obama_resigns,Van_Jones_environmental_jobs_adviser_to_US_President_Barack_Obama_resigns#ev22,"Jones_County,_North_Carolina",apologize,for+his+past+remarks,"Jones had apologized for his past remarks last Friday, saying ""if I have offended anyone with statements I made in the past, I apologize."""
9,1005,http://en.wikinews.org/wiki/Van_Jones_environmental_jobs_adviser_to_US_President_Barack_Obama_resigns,Van_Jones_environmental_jobs_adviser_to_US_President_Barack_Obama_resigns#ev35,"Jones_County,_North_Carolina",say,it+happened+here,"Jones had apologized for his past remarks last Friday, saying ""if I have offended anyone with statements I made in the past, I apologize."""
10,1005,http://en.wikinews.org/wiki/Van_Jones_environmental_jobs_adviser_to_US_President_Barack_Obama_resigns,Van_Jones_environmental_jobs_adviser_to_US_President_Barack_Obama_resigns#ev38,statements+i+made+in+the+past,statement,in+the+past,"Jones had apologized for his past remarks last Friday, saying ""if I have offended anyone with statements I made in the past, I apologize."""
11,1005,http://en.wikinews.org/wiki/Van_Jones_environmental_jobs_adviser_to_US_President_Barack_Obama_resigns,Van_Jones_environmental_jobs_adviser_to_US_President_Barack_Obama_resigns#ev22,"Jones_County,_North_Carolina",apologize,for+his+past+remarks,"Jones also said that he did not agree with the 2004 petition saying, ""As for the petition that was circulated today, I do not agree with this statement and it certainly does not reflect my views now or ever."""
12,1005,http://en.wikinews.org/wiki/Van_Jones_environmental_jobs_adviser_to_US_President_Barack_Obama_resigns,Van_Jones_environmental_jobs_adviser_to_US_President_Barack_Obama_resigns#ev35,"Jones_County,_North_Carolina",say,it+happened+here,"Jones also said that he did not agree with the 2004 petition saying, ""As for the petition that was circulated today, I do not agree with this statement and it certainly does not reflect my views now or ever."""
13,1005,http://en.wikinews.org/wiki/Van_Jones_environmental_jobs_adviser_to_US_President_Barack_Obama_resigns,Van_Jones_environmental_jobs_adviser_to_US_President_Barack_Obama_resigns#ev35,"Jones_County,_North_Carolina",say,it+happened+here,"Jones also said that he did not agree with the 2004 petition saying, ""As for the petition that was circulated today, I do not agree with this statement and it certainly does not reflect my views now or ever."""
0,1006,http://en.wikinews.org/wiki/Van_Halen_singer_impersonated_in_Canadian_medical_scare,Van_Halen_singer_impersonated_in_Canadian_medical_scare#ev38,Ontario,stop,a+vehicle+that+was+travelling+abnormally,"On May 23, Ontario Provincial Police (OPP) officers near Brantford, Ontario stopped a vehicle that was travelling abnormally."
1,1006,http://en.wikinews.org/wiki/Van_Halen_singer_impersonated_in_Canadian_medical_scare,Van_Halen_singer_impersonated_in_Canadian_medical_scare#ev18,David_Lee_Roth,life,List_of_Pokémon_anime_characters,Canadian police officers who thought they were saving Van Halen singer David Lee Roth's life in May have now learned that they were assisting an impostor.
0,1007,http://en.wikinews.org/wiki/Van_Gogh_painting_stolen_again,Van_Gogh_painting_stolen_again#ev22,the+missing+work,contain,a+flower+scene,"Painted around 1887, the missing work measures 30 centimetres by 30 centimetres and contains a flower scene."
0,1008,"http://en.wikinews.org/wiki/Van_Canto's_Stefan_Schmidt_on_a_capella_metal,_Wacken,_Nightwish,_piracy_&amp;_more","Jump5_plays_their_last_concert,_disbanding_after_nine_years#ev45",the+band,release,on+its+dvd+release,"Van Canto's second album will be recorded across this month and next, with famed producer Charlie Bauerfeind, although no release date has yet been confirmed."
1,1008,"http://en.wikinews.org/wiki/Van_Canto's_Stefan_Schmidt_on_a_capella_metal,_Wacken,_Nightwish,_piracy_&amp;_more","Van_Canto's_Stefan_Schmidt_on_a_capella_metal,_Wacken,_Nightwish,_piracy_&amp;_more#ev30",Van_Canto,describe,the+band,That's how the official website of van Canto describes the band.
2,1008,"http://en.wikinews.org/wiki/Van_Canto's_Stefan_Schmidt_on_a_capella_metal,_Wacken,_Nightwish,_piracy_&amp;_more","Jump5_plays_their_last_concert,_disbanding_after_nine_years#ev45",the+band,release,on+its+dvd+release,"The band released their debut, A Storm to Come, in December 2006."
3,1008,"http://en.wikinews.org/wiki/Van_Canto's_Stefan_Schmidt_on_a_capella_metal,_Wacken,_Nightwish,_piracy_&amp;_more","Van_Canto's_Stefan_Schmidt_on_a_capella_metal,_Wacken,_Nightwish,_piracy_&amp;_more#ev33",Van_Canto,announce,a+global+signing,"Exactly a year later, van Canto announced a global signing to Gun Records/Sony BMG, and their debut was released worldwide on December 14."
4,1008,"http://en.wikinews.org/wiki/Van_Canto's_Stefan_Schmidt_on_a_capella_metal,_Wacken,_Nightwish,_piracy_&amp;_more","Jump5_plays_their_last_concert,_disbanding_after_nine_years#ev45",the+band,release,on+its+dvd+release,"Exactly a year later, van Canto announced a global signing to Gun Records/Sony BMG, and their debut was released worldwide on December 14."
5,1008,"http://en.wikinews.org/wiki/Van_Canto's_Stefan_Schmidt_on_a_capella_metal,_Wacken,_Nightwish,_piracy_&amp;_more","Van_Canto's_Stefan_Schmidt_on_a_capella_metal,_Wacken,_Nightwish,_piracy_&amp;_more#ev35",Van_Canto,experience,considerable+success,Van Canto are now experiencing considerable success.
0,1009,http://en.wikinews.org/wiki/Valuable_paintings_stolen_from_Greek_gallery,Valuable_paintings_stolen_from_Greek_gallery#ev10,Albrecht_Dürer,work,of+art,"The artwork in question was on display at the gallery as part of an exhibition called ""Unknown Treasures"", including works of Albrecht Durer and Rembrandt."
1,1009,http://en.wikinews.org/wiki/Valuable_paintings_stolen_from_Greek_gallery,Valuable_paintings_stolen_from_Greek_gallery#ev8,art+thieves+in+greece,break,theAthensNationalGallery,Art thieves in Greece broke into the Athens National Gallery on Monday and stole three valuable works of art.
2,1009,http://en.wikinews.org/wiki/Valuable_paintings_stolen_from_Greek_gallery,Valuable_paintings_stolen_from_Greek_gallery#ev14,Guglielmo_Caccia,sketch,StDiegodeAlcala,The other two works were Mill by Piet Mondrian and a sketch of St. Diego de Alcala by Guglielmo Caccia.
3,1009,http://en.wikinews.org/wiki/Valuable_paintings_stolen_from_Greek_gallery,Valuable_paintings_stolen_from_Greek_gallery#ev7,art+thieves+in+greece,thief,the+value+of+the+works+stolen,Art thieves in Greece broke into the Athens National Gallery on Monday and stole three valuable works of art.
4,1009,http://en.wikinews.org/wiki/Valuable_paintings_stolen_from_Greek_gallery,Valuable_paintings_stolen_from_Greek_gallery#ev7,art+thieves+in+greece,steal,the+value+of+the+works+stolen,All three works stolen were stripped from their frames.
5,1009,http://en.wikinews.org/wiki/Valuable_paintings_stolen_from_Greek_gallery,Valuable_paintings_stolen_from_Greek_gallery#ev30,the+police,state,multiple+alarms,The police stated multiple alarms during the evening of the heist in other parts of the building had distracted the gallery guard.
6,1009,http://en.wikinews.org/wiki/Valuable_paintings_stolen_from_Greek_gallery,Valuable_paintings_stolen_from_Greek_gallery#ev7,art+thieves+in+greece,steal,the+value+of+the+works+stolen,Art thieves in Greece broke into the Athens National Gallery on Monday and stole three valuable works of art.
7,1009,http://en.wikinews.org/wiki/Valuable_paintings_stolen_from_Greek_gallery,Valuable_paintings_stolen_from_Greek_gallery#ev22,citizen+%27s+protection+minister+christos+papoutsis,apologize,for+the+loss,"Citizen's Protection Minister Christos Papoutsis apologized for the loss, citing that the security at the gallery was ""non-existent""."
8,1009,http://en.wikinews.org/wiki/Valuable_paintings_stolen_from_Greek_gallery,Valuable_paintings_stolen_from_Greek_gallery#ev7,art+thieves+in+greece,steal,the+value+of+the+works+stolen,The value of the works stolen was not yet determined by gallery officials.
9,1009,http://en.wikinews.org/wiki/Valuable_paintings_stolen_from_Greek_gallery,Valuable_paintings_stolen_from_Greek_gallery#ev37,by+gallery+officials,determine,the+value+of+the+works+stolen,The value of the works stolen was not yet determined by gallery officials.
10,1009,http://en.wikinews.org/wiki/Valuable_paintings_stolen_from_Greek_gallery,Valuable_paintings_stolen_from_Greek_gallery#ev10,Albrecht_Dürer,work,of+art,Art thieves in Greece broke into the Athens National Gallery on Monday and stole three valuable works of art.
0,1010,"http://en.wikinews.org/wiki/Valpara%c3%adso_fire_displaces_thousands,_kills_at_least_a_dozen","Valpara%c3%adso_fire_displaces_thousands,_kills_at_least_a_dozen#ev31",the+thousands+fleeing+the+inferno,flee,the+inferno,"Shelters have been erected to house the thousands fleeing the inferno, and hospitals have been treating hundreds for smoke inhalation."
1,1010,"http://en.wikinews.org/wiki/Valpara%c3%adso_fire_displaces_thousands,_kills_at_least_a_dozen","Valpara%c3%adso_fire_displaces_thousands,_kills_at_least_a_dozen#ev17",1%2c200+fire+personnel,tackle,the+blaze,"1,200 fire personnel are tackling the blaze, whilst members of the Chilean Navy have been deployed to discourage looting."
2,1010,"http://en.wikinews.org/wiki/Valpara%c3%adso_fire_displaces_thousands,_kills_at_least_a_dozen","Valpara%c3%adso_fire_displaces_thousands,_kills_at_least_a_dozen#ev38",many+residences+of+the+affected+area,have,no+water+supply,"Many residences of the affected area have no water supply, and are joined by narrow winding streets; yesterday firefighters dropped water on the flames from seventeen aircraft."
3,1010,"http://en.wikinews.org/wiki/Valpara%c3%adso_fire_displaces_thousands,_kills_at_least_a_dozen","Valpara%c3%adso_fire_displaces_thousands,_kills_at_least_a_dozen#ev43",Michelle_Bachelet,declare,an+emergency,"Chilean president Michelle Bachelet declared an emergency, with the army coordinating the evacuation."
4,1010,"http://en.wikinews.org/wiki/Valpara%c3%adso_fire_displaces_thousands,_kills_at_least_a_dozen","Valpara%c3%adso_fire_displaces_thousands,_kills_at_least_a_dozen#ev27",the+army,coordinate,the+evacuation,"Chilean president Michelle Bachelet declared an emergency, with the army coordinating the evacuation."
5,1010,"http://en.wikinews.org/wiki/Valpara%c3%adso_fire_displaces_thousands,_kills_at_least_a_dozen","Valpara%c3%adso_fire_displaces_thousands,_kills_at_least_a_dozen#ev31",the+thousands+fleeing+the+inferno,flee,the+inferno,"One resident told the Reuters news agency, ""[w]e fled from the La Cruz neighborhood, from an apartment I just got not too long ago."
0,1011,http://en.wikinews.org/wiki/Valencia_through_to_Quarters_thanks_to_away_goals_rule,Valencia_through_to_Quarters_thanks_to_away_goals_rule#ev59,KonradPlautz,wave,the+appeals,"Inter claimed the Argentine's shot was blocked off the arm of Valencia'a Raul Albiol, but again the referee waved play on."
1,1011,http://en.wikinews.org/wiki/Valencia_through_to_Quarters_thanks_to_away_goals_rule,Valencia_through_to_Quarters_thanks_to_away_goals_rule#ev61,the+second+half,show,slightly+more,"The second half showed slightly more in the way of chances, and Valencia in particular upped the pace."
2,1011,http://en.wikinews.org/wiki/Valencia_through_to_Quarters_thanks_to_away_goals_rule,Valencia_through_to_Quarters_thanks_to_away_goals_rule#ev48,A.S._Roma,have,their+own+chance,Inter coped and had their own chance but a header from Dejan Stankovic was hit into the side netting.
3,1011,http://en.wikinews.org/wiki/Valencia_through_to_Quarters_thanks_to_away_goals_rule,Valencia_through_to_Quarters_thanks_to_away_goals_rule#ev11,RobertAyala,take,Inter_Milan,"Inter again threatened, and could have taken the lead, but Marco Materazzi's header was cleared off the line by Marchena."
4,1011,http://en.wikinews.org/wiki/Valencia_through_to_Quarters_thanks_to_away_goals_rule,Valencia_through_to_Quarters_thanks_to_away_goals_rule#ev34,Carlos_Marchena,clear,MarcoMaterazzis,"Inter again threatened, and could have taken the lead, but Marco Materazzi's header was cleared off the line by Marchena."
5,1011,http://en.wikinews.org/wiki/Valencia_through_to_Quarters_thanks_to_away_goals_rule,Valencia_through_to_Quarters_thanks_to_away_goals_rule#ev38,Valencia_CF,win,the+series+on+away+goals,"It didn't matter however, as Valencia won the series on away goals."
6,1011,http://en.wikinews.org/wiki/Valencia_through_to_Quarters_thanks_to_away_goals_rule,Valencia_through_to_Quarters_thanks_to_away_goals_rule#ev11,RobertAyala,take,Inter_Milan,The game erupted in violence and several players took swings at each other.
7,1011,http://en.wikinews.org/wiki/Valencia_through_to_Quarters_thanks_to_away_goals_rule,Valencia_through_to_Quarters_thanks_to_away_goals_rule#ev42,several+players,swing,at+each+other,The game erupted in violence and several players took swings at each other.
8,1011,http://en.wikinews.org/wiki/Valencia_through_to_Quarters_thanks_to_away_goals_rule,Valencia_through_to_Quarters_thanks_to_away_goals_rule#ev45,Inter_Milan,need,of+2-2+or+higher+to+advance,"The first match ended 1-1 at the San Siro in Italy, and Inter needed a win or a draw of 2-2 or higher to advance."
9,1011,http://en.wikinews.org/wiki/Valencia_through_to_Quarters_thanks_to_away_goals_rule,Valencia_through_to_Quarters_thanks_to_away_goals_rule#ev16,Inter_Milan,appeal,another+penalty,"The first half presented little in the way of goal chances for either team, with the biggest action in the form of a penalty appeal from Inter's Hernan Crespo."
10,1011,http://en.wikinews.org/wiki/Valencia_through_to_Quarters_thanks_to_away_goals_rule,Valencia_through_to_Quarters_thanks_to_away_goals_rule#ev11,RobertAyala,take,Inter_Milan,"Crespo claimed to have been taken down by Robert Ayala, but referee Wolfgang Stark waved away the appeals."
