,answer,question,text,uri
,answer,question,text,uri
0,"['http://dbpedia.org/resource/Freemasonry', 'http://en.wikinews.org/wiki/Zoo_elephants_live_shorter_lives_than_their_wild_counterparts,_report_warns#ev18', 'http://www.newsreader-project.eu/data/wikinews/non-entities/the+study']","['http://dbpedia.org/resource/Freemasonry' '?'
 'http://www.newsreader-project.eu/data/wikinews/non-entities/the+study']","A recently released report has found that elephants living in protected environments in their natural habitats live significantly longer lives than elephants kept in zoos.

The report focused on Elephants in European zoos, and it stated that ""bringing elephants into zoos profoundly impairs their viability."" Georgia J. Mason, who lead the study, also stated that zoos do not need to abandon the idea of keeping elephants in captivity, although he did recommend that imports of the animal should only occur in zoos which have a track record of successfully addressing issues in elephant's health, and have a productive breeding programme.

“Currently zoos are consumers rather than producers of elephants,” added Mason. “We feel that’s not really appropriate.”

The Association of Zoos and Aquariums criticised the findings. The organisation's senior vice president for conservation and education, Paul Boyle, described the research as “terribly flawed.”

Boyle also stated that he did not remember any time when elephants were brought into the US for zoos. ""I cannot speak for other countries,"" he added ""but that [the statement that elephants are imported for zoos] is not true of the United States.”

The researchers for the report were from organisations including the Royal Society for the Prevention of Cruelty to Animals and the University of Guelph.","http://en.wikinews.org/wiki/Zoo_elephants_live_shorter_lives_than_their_wild_counterparts,_report_warns"
1,"['http://dbpedia.org/resource/Freemasonry', 'http://en.wikinews.org/wiki/Zoo_elephants_live_shorter_lives_than_their_wild_counterparts,_report_warns#ev26', 'http://www.newsreader-project.eu/data/wikinews/non-entities/for+other+countries']","['http://dbpedia.org/resource/Freemasonry' '?'
 'http://www.newsreader-project.eu/data/wikinews/non-entities/for+other+countries']","A recently released report has found that elephants living in protected environments in their natural habitats live significantly longer lives than elephants kept in zoos.

The report focused on Elephants in European zoos, and it stated that ""bringing elephants into zoos profoundly impairs their viability."" Georgia J. Mason, who lead the study, also stated that zoos do not need to abandon the idea of keeping elephants in captivity, although he did recommend that imports of the animal should only occur in zoos which have a track record of successfully addressing issues in elephant's health, and have a productive breeding programme.

“Currently zoos are consumers rather than producers of elephants,” added Mason. “We feel that’s not really appropriate.”

The Association of Zoos and Aquariums criticised the findings. The organisation's senior vice president for conservation and education, Paul Boyle, described the research as “terribly flawed.”

Boyle also stated that he did not remember any time when elephants were brought into the US for zoos. ""I cannot speak for other countries,"" he added ""but that [the statement that elephants are imported for zoos] is not true of the United States.”

The researchers for the report were from organisations including the Royal Society for the Prevention of Cruelty to Animals and the University of Guelph.","http://en.wikinews.org/wiki/Zoo_elephants_live_shorter_lives_than_their_wild_counterparts,_report_warns"
2,"['http://www.newsreader-project.eu/data/wikinews/entities/TheAssociationofZoosandAquariums', 'http://en.wikinews.org/wiki/Zoo_elephants_live_shorter_lives_than_their_wild_counterparts,_report_warns#ev43', 'http://www.newsreader-project.eu/data/wikinews/non-entities/the+findings']","['http://www.newsreader-project.eu/data/wikinews/entities/TheAssociationofZoosandAquariums'
 '?'
 'http://www.newsreader-project.eu/data/wikinews/non-entities/the+findings']","A recently released report has found that elephants living in protected environments in their natural habitats live significantly longer lives than elephants kept in zoos.

The report focused on Elephants in European zoos, and it stated that ""bringing elephants into zoos profoundly impairs their viability."" Georgia J. Mason, who lead the study, also stated that zoos do not need to abandon the idea of keeping elephants in captivity, although he did recommend that imports of the animal should only occur in zoos which have a track record of successfully addressing issues in elephant's health, and have a productive breeding programme.

“Currently zoos are consumers rather than producers of elephants,” added Mason. “We feel that’s not really appropriate.”

The Association of Zoos and Aquariums criticised the findings. The organisation's senior vice president for conservation and education, Paul Boyle, described the research as “terribly flawed.”

Boyle also stated that he did not remember any time when elephants were brought into the US for zoos. ""I cannot speak for other countries,"" he added ""but that [the statement that elephants are imported for zoos] is not true of the United States.”

The researchers for the report were from organisations including the Royal Society for the Prevention of Cruelty to Animals and the University of Guelph.","http://en.wikinews.org/wiki/Zoo_elephants_live_shorter_lives_than_their_wild_counterparts,_report_warns"
3,"['http://www.newsreader-project.eu/data/wikinews/non-entities/us+government', 'http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation#ev24', 'http://www.newsreader-project.eu/data/wikinews/non-entities/with+8+%25+unsure']","['http://www.newsreader-project.eu/data/wikinews/non-entities/us+government'
 '?'
 'http://www.newsreader-project.eu/data/wikinews/non-entities/with+8+%25+unsure']","Forty-five percent of American adults surveyed in a Zogby poll think that the September 11, 2001 attacks should be investigated anew. Poll results indicated that 42% believe that there has been a cover up (with 10% unsure) and 45% think ""Congress or an International Tribunal should re-investigate the attacks, including whether any US government officials consciously allowed or helped facilitate their success"" (with 8% unsure). 

These are figures from a nationwide telephone survey of 1200 individuals conducted by Zogby International from Friday, May 12 through Tuesday, May 16, 2006. The results have a margin of sampling error of +/- 2.9.

The poll was commissioned by 911truth.org, a single issue website aimed at pinning the blame of 9/11 on the Bush administration.

The results of this Zogby poll were released last Monday (22 May), but went largely unreported by the mass media, possibly due to bias within the source.",http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
4,"['http://www.newsreader-project.eu/data/wikinews/non-entities/the+results', 'http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation#ev26', 'http://www.newsreader-project.eu/data/wikinews/non-entities/of+sampling+error+of+%2b+%2f']","['http://www.newsreader-project.eu/data/wikinews/non-entities/the+results'
 '?'
 'http://www.newsreader-project.eu/data/wikinews/non-entities/of+sampling+error+of+%2b+%2f']","Forty-five percent of American adults surveyed in a Zogby poll think that the September 11, 2001 attacks should be investigated anew. Poll results indicated that 42% believe that there has been a cover up (with 10% unsure) and 45% think ""Congress or an International Tribunal should re-investigate the attacks, including whether any US government officials consciously allowed or helped facilitate their success"" (with 8% unsure). 

These are figures from a nationwide telephone survey of 1200 individuals conducted by Zogby International from Friday, May 12 through Tuesday, May 16, 2006. The results have a margin of sampling error of +/- 2.9.

The poll was commissioned by 911truth.org, a single issue website aimed at pinning the blame of 9/11 on the Bush administration.

The results of this Zogby poll were released last Monday (22 May), but went largely unreported by the mass media, possibly due to bias within the source.",http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
5,"['http://www.newsreader-project.eu/data/wikinews/non-entities/by+911truth', 'http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation#ev15', 'http://www.newsreader-project.eu/data/wikinews/non-entities/the+poll']","['http://www.newsreader-project.eu/data/wikinews/non-entities/by+911truth'
 '?'
 'http://www.newsreader-project.eu/data/wikinews/non-entities/the+poll']","Forty-five percent of American adults surveyed in a Zogby poll think that the September 11, 2001 attacks should be investigated anew. Poll results indicated that 42% believe that there has been a cover up (with 10% unsure) and 45% think ""Congress or an International Tribunal should re-investigate the attacks, including whether any US government officials consciously allowed or helped facilitate their success"" (with 8% unsure). 

These are figures from a nationwide telephone survey of 1200 individuals conducted by Zogby International from Friday, May 12 through Tuesday, May 16, 2006. The results have a margin of sampling error of +/- 2.9.

The poll was commissioned by 911truth.org, a single issue website aimed at pinning the blame of 9/11 on the Bush administration.

The results of this Zogby poll were released last Monday (22 May), but went largely unreported by the mass media, possibly due to bias within the source.",http://en.wikinews.org/wiki/Zogby_poll_finds_45%25_want_new_9/11_investigation
6,"['http://dbpedia.org/resource/Zinedine_Zidane', 'http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player#ev22', 'http://www.newsreader-project.eu/data/wikinews/non-entities/2%2c012+votes']","['http://dbpedia.org/resource/Zinedine_Zidane' '?'
 'http://www.newsreader-project.eu/data/wikinews/non-entities/2%2c012+votes']","The retiring French football star Zinedine Zidane has been awarded the 2006 Fifa World Cup's Golden Ball award. Zidane secured 2,012 votes, narrowly beating Italian captain Fabio Cannavaro, who secured 1,977. 

When Zidane headbutted Materazzi in the final match, it was expected that Zidane would not win the award because of the shameful incident. 

German striker Miroslav Klose won the Golden Shoe award for the most goals. Klose scored five goals in the tournament, besting the second highest goal scorer by two goals. Klose's strike partner Lukas Podolski, had won the best young player award of the tournament.

Italy's goalkeeper Gianluigi Buffon won the best goalkeeper award, while Portugal were named the most entertaining team in the tournament.",http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
7,"['http://dbpedia.org/resource/Zinedine_Zidane', 'http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player#ev12', 'http://dbpedia.org/resource/Marco_Materazzi']","['http://dbpedia.org/resource/Zinedine_Zidane' '?'
 'http://dbpedia.org/resource/Marco_Materazzi']","The retiring French football star Zinedine Zidane has been awarded the 2006 Fifa World Cup's Golden Ball award. Zidane secured 2,012 votes, narrowly beating Italian captain Fabio Cannavaro, who secured 1,977. 

When Zidane headbutted Materazzi in the final match, it was expected that Zidane would not win the award because of the shameful incident. 

German striker Miroslav Klose won the Golden Shoe award for the most goals. Klose scored five goals in the tournament, besting the second highest goal scorer by two goals. Klose's strike partner Lukas Podolski, had won the best young player award of the tournament.

Italy's goalkeeper Gianluigi Buffon won the best goalkeeper award, while Portugal were named the most entertaining team in the tournament.",http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
8,"['http://dbpedia.org/resource/Miroslav_Klose', 'http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player#ev15', 'http://www.newsreader-project.eu/data/wikinews/non-entities/five+goals']","['http://dbpedia.org/resource/Miroslav_Klose' '?'
 'http://www.newsreader-project.eu/data/wikinews/non-entities/five+goals']","The retiring French football star Zinedine Zidane has been awarded the 2006 Fifa World Cup's Golden Ball award. Zidane secured 2,012 votes, narrowly beating Italian captain Fabio Cannavaro, who secured 1,977. 

When Zidane headbutted Materazzi in the final match, it was expected that Zidane would not win the award because of the shameful incident. 

German striker Miroslav Klose won the Golden Shoe award for the most goals. Klose scored five goals in the tournament, besting the second highest goal scorer by two goals. Klose's strike partner Lukas Podolski, had won the best young player award of the tournament.

Italy's goalkeeper Gianluigi Buffon won the best goalkeeper award, while Portugal were named the most entertaining team in the tournament.",http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
9,"['http://www.newsreader-project.eu/data/wikinews/non-entities/young+player', 'http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player#ev8', 'http://www.newsreader-project.eu/data/wikinews/non-entities/the+award']","['http://www.newsreader-project.eu/data/wikinews/non-entities/young+player'
 '?'
 'http://www.newsreader-project.eu/data/wikinews/non-entities/the+award']","The retiring French football star Zinedine Zidane has been awarded the 2006 Fifa World Cup's Golden Ball award. Zidane secured 2,012 votes, narrowly beating Italian captain Fabio Cannavaro, who secured 1,977. 

When Zidane headbutted Materazzi in the final match, it was expected that Zidane would not win the award because of the shameful incident. 

German striker Miroslav Klose won the Golden Shoe award for the most goals. Klose scored five goals in the tournament, besting the second highest goal scorer by two goals. Klose's strike partner Lukas Podolski, had won the best young player award of the tournament.

Italy's goalkeeper Gianluigi Buffon won the best goalkeeper award, while Portugal were named the most entertaining team in the tournament.",http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
10,"['http://dbpedia.org/resource/Zinedine_Zidane', 'http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player#ev8', 'http://www.newsreader-project.eu/data/wikinews/non-entities/for+the+most+goals']","['http://dbpedia.org/resource/Zinedine_Zidane' '?'
 'http://www.newsreader-project.eu/data/wikinews/non-entities/for+the+most+goals']","The retiring French football star Zinedine Zidane has been awarded the 2006 Fifa World Cup's Golden Ball award. Zidane secured 2,012 votes, narrowly beating Italian captain Fabio Cannavaro, who secured 1,977. 

When Zidane headbutted Materazzi in the final match, it was expected that Zidane would not win the award because of the shameful incident. 

German striker Miroslav Klose won the Golden Shoe award for the most goals. Klose scored five goals in the tournament, besting the second highest goal scorer by two goals. Klose's strike partner Lukas Podolski, had won the best young player award of the tournament.

Italy's goalkeeper Gianluigi Buffon won the best goalkeeper award, while Portugal were named the most entertaining team in the tournament.",http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
11,"['http://dbpedia.org/resource/Gianluigi_Buffon', 'http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player#ev8', 'http://www.newsreader-project.eu/data/wikinews/non-entities/for+the+tournament+%27s+best+player']","['http://dbpedia.org/resource/Gianluigi_Buffon' '?'
 'http://www.newsreader-project.eu/data/wikinews/non-entities/for+the+tournament+%27s+best+player']","The retiring French football star Zinedine Zidane has been awarded the 2006 Fifa World Cup's Golden Ball award. Zidane secured 2,012 votes, narrowly beating Italian captain Fabio Cannavaro, who secured 1,977. 

When Zidane headbutted Materazzi in the final match, it was expected that Zidane would not win the award because of the shameful incident. 

German striker Miroslav Klose won the Golden Shoe award for the most goals. Klose scored five goals in the tournament, besting the second highest goal scorer by two goals. Klose's strike partner Lukas Podolski, had won the best young player award of the tournament.

Italy's goalkeeper Gianluigi Buffon won the best goalkeeper award, while Portugal were named the most entertaining team in the tournament.",http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
12,"['http://dbpedia.org/resource/Miroslav_Klose', 'http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player#ev8', 'http://www.newsreader-project.eu/data/wikinews/non-entities/golden+shoe']","['http://dbpedia.org/resource/Miroslav_Klose' '?'
 'http://www.newsreader-project.eu/data/wikinews/non-entities/golden+shoe']","The retiring French football star Zinedine Zidane has been awarded the 2006 Fifa World Cup's Golden Ball award. Zidane secured 2,012 votes, narrowly beating Italian captain Fabio Cannavaro, who secured 1,977. 

When Zidane headbutted Materazzi in the final match, it was expected that Zidane would not win the award because of the shameful incident. 

German striker Miroslav Klose won the Golden Shoe award for the most goals. Klose scored five goals in the tournament, besting the second highest goal scorer by two goals. Klose's strike partner Lukas Podolski, had won the best young player award of the tournament.

Italy's goalkeeper Gianluigi Buffon won the best goalkeeper award, while Portugal were named the most entertaining team in the tournament.",http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
13,"['http://dbpedia.org/resource/Gianluigi_Buffon', 'http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player#ev8', 'http://www.newsreader-project.eu/data/wikinews/non-entities/fifa+world+cup+%27s']","['http://dbpedia.org/resource/Gianluigi_Buffon' '?'
 'http://www.newsreader-project.eu/data/wikinews/non-entities/fifa+world+cup+%27s']","The retiring French football star Zinedine Zidane has been awarded the 2006 Fifa World Cup's Golden Ball award. Zidane secured 2,012 votes, narrowly beating Italian captain Fabio Cannavaro, who secured 1,977. 

When Zidane headbutted Materazzi in the final match, it was expected that Zidane would not win the award because of the shameful incident. 

German striker Miroslav Klose won the Golden Shoe award for the most goals. Klose scored five goals in the tournament, besting the second highest goal scorer by two goals. Klose's strike partner Lukas Podolski, had won the best young player award of the tournament.

Italy's goalkeeper Gianluigi Buffon won the best goalkeeper award, while Portugal were named the most entertaining team in the tournament.",http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
14,"['http://www.newsreader-project.eu/data/wikinews/non-entities/golden+ball', 'http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player#ev8', 'http://www.newsreader-project.eu/data/wikinews/non-entities/of+the+tournament']","['http://www.newsreader-project.eu/data/wikinews/non-entities/golden+ball'
 '?'
 'http://www.newsreader-project.eu/data/wikinews/non-entities/of+the+tournament']","The retiring French football star Zinedine Zidane has been awarded the 2006 Fifa World Cup's Golden Ball award. Zidane secured 2,012 votes, narrowly beating Italian captain Fabio Cannavaro, who secured 1,977. 

When Zidane headbutted Materazzi in the final match, it was expected that Zidane would not win the award because of the shameful incident. 

German striker Miroslav Klose won the Golden Shoe award for the most goals. Klose scored five goals in the tournament, besting the second highest goal scorer by two goals. Klose's strike partner Lukas Podolski, had won the best young player award of the tournament.

Italy's goalkeeper Gianluigi Buffon won the best goalkeeper award, while Portugal were named the most entertaining team in the tournament.",http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
